Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2653210.201992,2480820.317224,2221598.993420,15.243057
1,2653799.055139,2492849.538081,2335016.311921,15.243057
2,2653799.055139,2555555.042050,2357917.291108,15.243057
3,2653799.055139,2586017.360443,2440101.886915,15.243057
4,2657938.970507,2593438.031160,2486937.188104,15.243058
5,2657938.970507,2616209.593550,2529385.502872,15.243058
6,2658028.040430,2624458.889992,2578435.744033,15.243058
7,2658028.040430,2638084.983568,2587706.796759,15.243058
8,2658156.683026,2643706.897235,2610789.270948,15.243058
9,2658156.683026,2642159.179239,2571112.703740,15.243058
10,2658669.235390,2648110.557767,2612131.723998,15.243058
11,2658669.235390,2649349.414410,2558076.931274,15.243058
12,2658669.235390,2649581.050342,2618354.936399,15.243058
13,2658669.235390,2653095.283456,2580958.822165,15.243058
14,2658669.235390,2653204.522693,2612997.095971,15.243058
