size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_01000_GAMMA_050,delta,1000.0,404,1000,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2242683.55559482,7160.6107165207,364961.840655,0,92839.3892834793,-185678.778566959,7,38,1140,920,220,0.19298245614035087,18209,119,1;0.0957966764418377;0.989247311827957;0.929618768328446;0.981427174975562;0.287390029325513;0.979472140762463;0.997067448680352;0.957966764418377;0.986314760508309,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,364961.840655,0,30.885251469,0,30.885251469,16168,delta,01000,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,1;0.0957966764418377;0.989247311827957;0.929618768328446;0.981427174975562;0.287390029325513;0.979472140762463;0.997067448680352;0.957966764418377;0.986314760508309,10,result.csv:best_w,0;2;4;6;7;8;9,10,0.8204301075268817,0.8204301075268817,0.9844993715961458,1.0,0.0957966764418377,920
