component,value
facility_emission,659.13978494623655
inventory_emission,3.7959463856860065
supplier_dc_transport_emission,8490.2201464990831
dc_market_transport_emission,5251.1158929136145
total_emission,14404.271770744619
emission_decomposition_error,1.8189894035458565e-12
