Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2232184.016724,2056372.302306,1514584.836795,38.233205
1,2232184.016724,2097652.107962,1758009.697400,38.233205
2,2250759.363274,2110077.881097,1915362.783256,38.233205
3,2270869.957215,2150916.112358,1998918.204042,38.233205
4,2288879.521363,2186177.508393,2066747.199645,38.233206
5,2335282.372900,2209870.884655,2057569.082274,38.233206
6,2335282.372900,2226680.345504,1981962.349509,38.233206
7,2350317.670352,2250630.572644,2079004.423448,38.233206
8,2364250.035558,2277346.387481,2190118.123260,38.233206
9,2364250.035558,2309332.317468,2214052.225470,38.233206
10,2368012.721471,2320181.326512,2262291.679739,38.233206
11,2379053.035152,2331665.894340,2270299.201452,38.233206
12,2396276.036114,2338548.023612,2276587.226492,38.233206
13,2396376.455812,2342511.486646,2274697.207442,38.233206
14,2406920.369260,2349731.364674,2269855.847196,38.233206
15,2407086.555809,2359054.936725,2282712.920040,38.233206
16,2407086.555809,2363697.889495,2305608.199605,38.233206
17,2407086.555809,2369512.692881,2281619.950961,38.233206
18,2407086.555809,2375715.926561,2338888.922130,38.233206
19,2408627.655641,2389394.717271,2351577.934394,38.233206
20,2408627.655641,2395346.286287,2368100.089621,38.233206
21,2417810.599158,2395209.242769,2353670.386508,38.233206
22,2417810.599158,2398587.569578,2368373.740100,38.233207
23,2417810.599158,2399252.694992,2373923.154530,38.233207
24,2417810.599158,2397206.369951,2361483.159841,38.233207
25,2418300.065449,2398522.735703,2363102.555680,38.233207
26,2418300.065449,2401547.783279,2345429.123315,38.233207
27,2420017.177983,2403709.809548,2363895.531385,38.233207
28,2421980.359977,2400129.640877,2340837.247751,38.233207
29,2421980.359977,2404902.331076,2332693.584142,38.233207
30,2422285.298411,2407796.741411,2364092.372206,38.233207
31,2426484.482556,2409701.357349,2367010.729325,38.233207
32,2428060.934398,2404847.081796,2313483.805526,38.233207
33,2428060.934398,2406405.787320,2347741.796475,38.233207
34,2428272.092474,2411648.668906,2379066.314679,38.233207
35,2428272.092474,2413390.429918,2361177.573749,38.233207
36,2428272.092474,2410017.754596,2365010.825187,38.233207
37,2428272.092474,2409248.096124,2349747.389862,38.233207
38,2428272.092474,2411565.832089,2363229.229654,38.233207
39,2428272.092474,2412192.489870,2386866.751519,38.233207
40,2428700.586661,2414832.977798,2390071.354345,38.233207
41,2428700.586661,2417806.605858,2397473.280720,38.233207
