outer_status,final_inner_bp_status,integer_solution,relative_gap,termination_reason,wall_time_sec,ga_generations,actual_bp_calls,fitness_cache_hits,cg_iterations,branch_nodes,num_open_dcs,open_dc_indices,open_dc_ids,num_served_markets,served_market_indices,served_market_ids,num_unserved_markets,unserved_market_indices,unserved_market_ids,mean_w_open_dcs,demand_weighted_mean_w,max_w,min_w,revenue,facility_fixed_cost,inventory_cost,supplier_dc_transport_cost,dc_market_transport_cost,total_transport_cost,investment_cost,carbon_trading_cost,reported_total_profit,recomputed_total_profit,objective_decomposition_error,facility_emission,inventory_emission,supplier_dc_transport_emission,dc_market_transport_emission,total_emission,emission_decomposition_error,carbon_quota,allowance_shortage,allowance_surplus,net_carbon_trading_cost,best_w
HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.63165365500000004,11,265,65,1530,0,6,"1;2;3;4;6;7","C02;C03;C04;C05;C07;C08",12,"1;3;4;9;2;8;10;12;11;6;7;14","C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15",3,"0;5;13","C01;C06;M14",0.00097751710654936461,0.0017829496027962838,0.0078201368523949169,0,272126430,16748518.709677421,3979098.8018162688,47399400.981091432,29440932.159998082,76840333.141089514,13.277729185261181,-45.347614113925374,174587351.75545973,174587351.7554597,2.9802322387695312e-08,659.35483870967744,3.7988910229546531,8492.5960552145225,5264.4192940397716,14420.169078986926,0,14442.842886043889,0,22.673807056962687,-45.347614113925374,"0.0078201368523949169;0.0039100684261974585;0;0.00097751710654936461;0;0;0.00097751710654936461;0"
