Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.7522e+08,1.74278e+08,1.73696e+08,0.0760848
1,1.7522e+08,1.74427e+08,1.73921e+08,0.137478
2,1.7522e+08,1.74645e+08,1.74134e+08,0.200284
3,1.7522e+08,1.74899e+08,1.74312e+08,0.259889
4,1.7522e+08,1.75002e+08,1.74427e+08,0.32008
5,1.7522e+08,1.75068e+08,1.74449e+08,0.381198
6,1.7522e+08,1.75115e+08,1.74808e+08,0.435833
7,1.7522e+08,1.75141e+08,1.7485e+08,0.480373
8,1.7522e+08,1.75157e+08,1.75054e+08,0.533955
9,1.7522e+08,1.75191e+08,1.75083e+08,0.601654
10,1.7522e+08,1.75195e+08,1.75097e+08,0.666327
