component,value
facility_emission,659.46236559139788
inventory_emission,3.9589379225467418
supplier_dc_transport_emission,10120.944012721875
dc_market_transport_emission,4397.9511021460721
total_emission,15182.31641838189
emission_decomposition_error,1.8189894035458565e-12
