outer_status,final_inner_bp_status,integer_solution,relative_gap,termination_reason,wall_time_sec,ga_generations,actual_bp_calls,fitness_cache_hits,cg_iterations,branch_nodes,num_open_dcs,open_dc_indices,open_dc_ids,num_served_markets,served_market_indices,served_market_ids,num_unserved_markets,unserved_market_indices,unserved_market_ids,mean_w_open_dcs,demand_weighted_mean_w,max_w,min_w,revenue,facility_fixed_cost,inventory_cost,supplier_dc_transport_cost,dc_market_transport_cost,total_transport_cost,investment_cost,carbon_trading_cost,reported_total_profit,recomputed_total_profit,objective_decomposition_error,facility_emission,inventory_emission,supplier_dc_transport_emission,dc_market_transport_emission,total_emission,emission_decomposition_error,carbon_quota,allowance_shortage,allowance_surplus,net_carbon_trading_cost,best_w
HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.63848215900000005,11,275,55,1648,0,6,"1;2;3;4;6;7","C02;C03;C04;C05;C07;C08",13,"8;10;12;13;2;3;4;9;11;1;6;7;14","M09;M11;M13;M14;C03;C04;C05;M10;M12;C02;C07;C08;M15",2,"0;5","C01;C06",0.00081459758879113718,0.00047279242827014551,0.50048875855327468,0,277769320,16748518.924731184,4144519.6547268489,56481912.529843435,24539440.271461297,81021352.801304728,9.7824688677674825,1478.9470646760019,175883804.52254045,175883804.52254042,2.9802322387695312e-08,659.46236559139788,3.9589379225467418,10120.944012721875,4397.9511021460721,15182.31641838189,1.8189894035458565e-12,14442.842886043889,739.47353233800095,0,1478.9470646760019,"0.50048875855327468;0;0;0;0;0;0;0.0048875855327468231"
