random_seed,carbon_price,carbon_cap,source_formal_task_id,result_origin,solver_run_performed,source_carbon_price,source_carbon_cap,source_total_profit,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,w_vector_candidate_dc,num_dc_open,notes
303,2,0,seed_303_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2234567.0441681,2034567.0441681002,242932.118183644,245429.754102366,242932.118183644,0,485864.236367288,0.341153470185728;0.560117302052786;0.274682306940371;0.438905180840665;0.545454545454545;0.349951124144673;0.21505376344086;0.915933528836755;0.173020527859238;0.619745845552297,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
303,2,40000,seed_303_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2234567.0441681,2114567.0441681,242932.118183644,245429.754102366,202932.118183644,0,405864.236367288,0.341153470185728;0.560117302052786;0.274682306940371;0.438905180840665;0.545454545454545;0.349951124144673;0.21505376344086;0.915933528836755;0.173020527859238;0.619745845552297,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
303,2,100000,seed_303_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2234567.0441681,2234567.0441681,242932.118183644,245429.754102366,142932.118183644,0,285864.236367288,0.341153470185728;0.560117302052786;0.274682306940371;0.438905180840665;0.545454545454545;0.349951124144673;0.21505376344086;0.915933528836755;0.173020527859238;0.619745845552297,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
303,2,200000,seed_303_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2234567.0441681,2434567.0441681,242932.118183644,245429.754102366,42932.118183643994,0,85864.23636728799,0.341153470185728;0.560117302052786;0.274682306940371;0.438905180840665;0.545454545454545;0.349951124144673;0.21505376344086;0.915933528836755;0.173020527859238;0.619745845552297,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
303,2,350000,seed_303_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,2234567.0441681,2734567.0441681,242932.118183644,245429.754102366,0,107067.881816356,-214135.763632712,0.341153470185728;0.560117302052786;0.274682306940371;0.438905180840665;0.545454545454545;0.349951124144673;0.21505376344086;0.915933528836755;0.173020527859238;0.619745845552297,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
404,2,0,seed_404_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,1775776.82330118,1575776.82330118,239106.32016107,302681.758766957,239106.32016107,0,478212.64032214,0.499511241446725;0.411534701857283;0.467253176930596;0.67644183773216;0.256109481915934;0.345063538611926;0.916911045943304;0.76930596285435;0.178885630498534;0.565004887585533,6,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
404,2,40000,seed_404_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,1775776.82330118,1655776.82330118,239106.32016107,302681.758766957,199106.32016107,0,398212.64032214,0.499511241446725;0.411534701857283;0.467253176930596;0.67644183773216;0.256109481915934;0.345063538611926;0.916911045943304;0.76930596285435;0.178885630498534;0.565004887585533,6,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
404,2,100000,seed_404_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,1775776.82330118,1775776.82330118,239106.32016107,302681.758766957,139106.32016107,0,278212.64032214,0.499511241446725;0.411534701857283;0.467253176930596;0.67644183773216;0.256109481915934;0.345063538611926;0.916911045943304;0.76930596285435;0.178885630498534;0.565004887585533,6,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
404,2,200000,seed_404_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,1775776.82330118,1975776.82330118,239106.32016107,302681.758766957,39106.320161070005,0,78212.64032214001,0.499511241446725;0.411534701857283;0.467253176930596;0.67644183773216;0.256109481915934;0.345063538611926;0.916911045943304;0.76930596285435;0.178885630498534;0.565004887585533,6,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
404,2,350000,seed_404_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,1775776.82330118,2275776.8233011803,239106.32016107,302681.758766957,0,110893.67983893,-221787.35967786,0.499511241446725;0.411534701857283;0.467253176930596;0.67644183773216;0.256109481915934;0.345063538611926;0.916911045943304;0.76930596285435;0.178885630498534;0.565004887585533,6,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
505,2,0,seed_505_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,1943512.15225311,1743512.15225311,246715.987314229,191098.538818986,246715.987314229,0,493431.974628458,0.170087976539589;0.411534701857283;0.350928641251222;0.841642228739003;0.186705767350929;0.428152492668622;0.61485826001955;0.241446725317693;0.072336265884653;0.429130009775171,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
505,2,40000,seed_505_PRICE_02_CAP_100000,ANALYTICALLY_DERIVED,false,2,100000,1943512.15225311,1823512.15225311,246715.987314229,191098.538818986,206715.987314229,0,413431.974628458,0.170087976539589;0.411534701857283;0.350928641251222;0.841642228739003;0.186705767350929;0.428152492668622;0.61485826001955;0.241446725317693;0.072336265884653;0.429130009775171,9,Derived from formal carbon-price=2 solver result; not an independent GA-BP run.
