size_id,num_dc,num_retailers,paired_instances,mean_complete_column_count,max_complete_column_count,cplex_certified_rate,bp_certified_rate,objective_match_rate,max_absolute_objective_difference,max_relative_objective_difference_percent,mean_reference_total_wall_time_sec,sd_reference_total_wall_time_sec,max_reference_total_wall_time_sec,mean_bp_total_wall_time_sec,sd_bp_total_wall_time_sec,max_bp_total_wall_time_sec,mean_time_ratio_cplex_over_bp,median_time_ratio_cplex_over_bp,mean_bp_generated_columns,anomalies
3x5,3,5,30,171.0,171.0,1.0,1.0,1.0,2.9103830456733704e-11,1.2151205399587419e-14,0.015757201766666666,0.010727983531122554,0.03627771,0.0024269539666666668,0.0007974968026879365,0.004416041999999999,6.327722408665623,4.613693577609669,8.233333333333333,0
3x10,3,10,30,6108.0,6108.0,1.0,1.0,1.0,1.1641532182693481e-10,2.1433300957482646e-14,0.05545500133333334,0.021286781895691397,0.098469914,0.004057144966666666,0.002465900169505574,0.008853965,17.72935803955173,14.913221557651735,30.433333333333334,0
5x10,5,10,30,10180.0,10180.0,1.0,1.0,1.0,1.1641532182693481e-10,2.741505224008836e-14,0.0962279456,0.03482619298726326,0.160229021,0.005247649666666666,0.0029963083745922544,0.012765387999999999,22.136197626884652,20.701503487377416,48.766666666666666,0
5x14,5,14,30,163760.0,163760.0,1.0,1.0,1.0,1.1641532182693481e-10,1.4209216612317398e-14,2.4727320083,1.4736161191150432,6.3322489410000005,0.018255536766666667,0.010657841719554272,0.044582926,155.46975245168073,143.06264099034686,78.06666666666666,0
5x16,5,16,30,655270.0,655270.0,1.0,1.0,1.0,2.3283064365386963e-10,2.153272696986358e-14,9.975468864833333,3.0953034483464155,15.18961433,0.04306086306666667,0.030454589951437502,0.169351608,281.21022515993326,268.7989728524224,95.33333333333333,0
5x18,5,18,30,2621340.0,2621340.0,1.0,1.0,1.0,2.3283064365386963e-10,2.207390957265442e-14,47.7697217651,27.069113162107648,130.108074531,0.12394863233333334,0.056188020900595055,0.38722901400000004,407.33506655673466,325.5969776281994,128.96666666666667,0
