level,n,completion_rate,total_profit_mean,total_profit_sd,total_profit_min,total_profit_max,carbon_emission_mean,carbon_emission_sd,total_investment_cost_mean,total_investment_cost_sd,net_carbon_trading_cost_mean,e_plus_mean,e_minus_mean,open_dc_count_mean,retailer_service_set_mean,max_w_mean,actual_bp_calls_mean,cache_hit_rate_mean
0.0,3,1.0,2018994.60833222,239003.9758146259,1743512.15225311,2171052.3565378,247654.09272393,31897.66898192238,197049.35092306434,39817.71502252394,495308.185447861,247654.09272393,0.0,8.333333333333334,30.0,0.8113391984359727,569.0,0.1877999194847021
40000.0,3,1.0,2098994.60833222,239003.9758146259,1823512.15225311,2251052.3565378,247654.09272393,31897.66898192238,197049.35092306434,39817.71502252394,415308.185447861,207654.09272393,0.0,8.333333333333334,30.0,0.8113391984359727,569.0,0.1877999194847021
100000.0,3,1.0,2218994.60833222,239003.9758146259,1943512.15225311,2371052.3565378,247654.09272393,31897.66898192238,197049.35092306434,39817.71502252394,295308.185447861,147654.09272393,0.0,8.333333333333334,30.0,0.8113391984359727,569.0,0.1877999194847021
200000.0,3,1.0,2418994.60833222,239003.9758146259,2143512.15225311,2571052.3565378,247654.09272393,31897.66898192238,197049.35092306434,39817.71502252394,95308.18544786097,47654.0927239305,0.0,8.333333333333334,30.0,0.8113391984359727,569.0,0.1877999194847021
350000.0,3,1.0,2718994.60833222,239003.9758146259,2443512.15225311,2871052.3565378,247654.09272393,31897.66898192238,197049.35092306434,39817.71502252394,-204691.814552139,0.0,102345.90727606983,8.333333333333334,30.0,0.8113391984359727,569.0,0.1877999194847021
