Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2209366.183531,2095519.742817,1764139.876278,15.608704
1,2218887.242740,2119967.218853,2009189.128722,15.608704
2,2233701.666920,2165629.992312,2063804.713603,15.608704
3,2236586.981497,2185603.333758,2105634.464707,15.608704
4,2243545.461658,2194228.461684,2125377.628871,15.608704
5,2243545.461658,2200903.199687,2140878.228195,15.608705
6,2243545.461658,2205412.022546,2138808.409706,15.608705
7,2248482.165064,2210296.085836,2152326.258234,15.608705
8,2248595.164764,2214901.137247,2141617.079466,15.608705
9,2248595.164764,2224811.126705,2174468.110214,15.608705
10,2256247.878853,2227217.170482,2186558.572651,15.608705
11,2256279.330000,2237881.707615,2209600.410946,15.608705
12,2257055.923890,2241973.643074,2184683.804387,15.608705
13,2257812.855407,2242541.844811,2158425.289434,15.608705
14,2258588.689092,2237635.242929,2179829.960162,15.608705
15,2258588.689092,2239271.656629,2187653.518378,15.608705
16,2258588.689092,2245634.230048,2194094.406439,15.608705
17,2260586.714389,2248793.145747,2217758.594093,15.608708
18,2261853.749162,2252302.152796,2229159.244823,15.608708
19,2261853.749162,2249126.967357,2192168.740995,15.608708
20,2261853.749162,2248851.693935,2223854.381472,15.608708
