Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.7522e+08,1.74276e+08,1.73466e+08,0.0597739
1,1.7522e+08,1.74693e+08,1.73457e+08,0.115377
2,1.7522e+08,1.74804e+08,1.74289e+08,0.188704
3,1.7522e+08,1.74914e+08,1.74357e+08,0.252638
4,1.7522e+08,1.75048e+08,1.74496e+08,0.301389
5,1.7522e+08,1.75156e+08,1.74944e+08,0.342454
6,1.7522e+08,1.75189e+08,1.75059e+08,0.387336
7,1.7522e+08,1.752e+08,1.75149e+08,0.438708
8,1.7522e+08,1.75196e+08,1.75049e+08,0.490344
9,1.7522e+08,1.75196e+08,1.74995e+08,0.544377
10,1.7522e+08,1.75199e+08,1.75073e+08,0.603026
