component,value
revenue,272126430
facility_fixed_cost,16748514.623655915
inventory_cost,3979098.7781412564
supplier_dc_transport_cost,47399344.495694987
dc_market_transport_cost,29440892.585107584
total_transport_cost,76840237.080802575
investment_cost,103.60189296981866
carbon_trading_cost,-145.51759753415536
reported_total_profit,174587361.60127941
recomputed_total_profit,174587361.60127935
objective_decomposition_error,5.9604644775390625e-08
