size_id,random_seed,scenario_id,outer_method,outer_solution_status,raw_solver_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,total_profit,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,open_dc_set,w_vector,positive_w_count,mean_positive_w,mean_all_w,max_w,min_positive_w,ga_generations,actual_bp_calls,cache_hit_rate,cg_iterations,branch_nodes,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,user_time_sec,system_time_sec,wall_time_sec,w_vector_legacy,w_vector_candidate_dc,w_vector_length,w_vector_expected_length,w_vector_normalization_status,w_vector_raw_source,mean_all_w_legacy,mean_all_candidate_w,mean_open_dc_w
10x30,101,NO_INVESTMENT,FIXED_W_BP,NOT_APPLICABLE,OPTIMAL,OPTIMAL,true,1,normal_or_early_stop,2221598.99342001,369767.997887861,100000,269767.997887861,0,539535.995775722,0,7,0;2;3;4;5;6;7,0;0;0;0;0;0;0;0;0;0,0,0.0,0.0,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,23,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,76e8ea809cf1df8455f9c397c33cfae847e88e7867a5f4a38fc5a25be8767f8b,a414484d958a34a36a18b2099e61349e94dd91c1a1821132a2f2d4d2bd4c0256,0.18,0.0,0.2,0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0,10,10,VALID_EXACT_LENGTH,result.csv:best_w,0.0,0.0,0.0
