component,value
revenue,277769320
facility_fixed_cost,16748515.913978495
inventory_cost,4144519.6306562438
supplier_dc_transport_cost,56481835.244831465
dc_market_transport_cost,25203329.839710094
total_transport_cost,81685165.084541559
investment_cost,71.805354507021519
carbon_trading_cost,1611.5454782433444
reported_total_profit,175219933.25124127
recomputed_total_profit,175219933.2512413
objective_decomposition_error,-2.9802322387695312e-08
