Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1764139.876278,786186.028183,275137.562329,11.947682
1,1764139.876278,936744.627422,447364.007692,11.947682
2,1764139.876278,1118931.332175,729537.804727,11.947682
3,1764625.967620,1294557.720000,836113.955556,11.947682
4,1764625.967620,1439877.792803,942244.905952,11.947682
5,1764682.521050,1540051.950310,826705.178800,11.947682
6,1764682.521050,1603600.350337,1275965.139128,11.947682
7,1764682.521050,1624397.740656,1470249.053428,11.947683
8,1764682.521050,1670927.844039,1534058.096682,11.947683
9,1764682.521050,1682286.732190,1450261.330676,11.947683
10,1765689.782907,1678420.197875,1513733.276892,11.947683
