Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2201520.268845,1621643.854998,1138995.761720,20.057861
1,2201520.268845,1761616.542772,1349505.766367,20.057862
2,2204552.460716,1889708.363971,1467208.992053,20.057862
3,2207328.521957,1982788.154822,1705677.186682,20.057862
4,2210213.687734,2013511.360557,1791643.394404,20.057862
5,2210213.687734,2067254.092822,1817828.460285,20.057862
6,2211582.786566,2142477.747808,1816675.053596,20.057862
7,2211582.786566,2176870.593472,2046908.323576,20.057862
8,2212293.922286,2175755.974120,2025001.275555,20.057862
9,2213759.696431,2168265.729882,1941099.758801,20.057862
10,2213759.696431,2178607.535479,1831864.244639,20.057862
11,2215128.795262,2195426.491664,2122770.852154,20.057862
12,2215933.290686,2185172.030626,2012601.984418,20.057862
13,2215933.290686,2195458.610100,2114982.763981,20.057862
14,2216569.971158,2205744.145621,2135014.763334,20.057862
