Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2251410.672246,1974257.400650,1313803.607065,27.742389
1,2254600.565505,2098012.872556,1650829.340092,27.742389
2,2266974.848176,2125323.123184,1916279.724825,27.742389
3,2266974.848176,2138666.558345,1933572.703008,27.742389
4,2266974.848176,2150738.575637,1982362.925535,27.742389
5,2266974.848176,2180475.659040,2092599.931676,27.742389
6,2267059.308088,2199747.078423,2126680.883940,27.742389
7,2267059.308088,2218904.078109,2138063.825639,27.742389
8,2267088.007580,2229075.903240,2142505.124553,27.742389
9,2267088.007580,2222170.855741,1999462.897631,27.742389
10,2267516.535577,2240534.767481,2182324.264463,27.742389
11,2268356.657053,2244763.149194,2045766.806735,27.742389
12,2270390.412249,2254694.534516,2198707.721028,27.742389
