Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1764139.876278,1504037.124227,1210022.114694,24.704038
1,1764139.876278,1549201.887449,1305487.498472,24.704038
2,1764139.876278,1598799.517506,1422549.169044,24.704038
3,1764663.720528,1653872.763668,1433951.341082,24.704038
4,1764663.720528,1689724.931198,1561820.105603,24.704038
5,1773851.127717,1697324.693679,1447028.273440,24.704038
6,1783240.217187,1728244.439284,1605355.380420,24.704038
7,1784615.571713,1743037.022508,1666769.491797,24.704038
8,1785597.421282,1756368.928356,1644832.100318,24.704038
9,1792996.288428,1760888.392737,1712138.787138,24.704038
10,1793250.753124,1762947.320164,1679513.593916,24.704038
11,1797575.490356,1768599.486892,1729994.320580,24.704038
12,1797575.490356,1774609.427889,1727113.210474,24.704038
13,1799418.713415,1770987.742902,1729070.331498,24.704038
14,1807516.834917,1775050.519386,1731967.906925,24.704038
15,1807678.494020,1777980.074768,1712913.973346,24.704038
16,1812345.415889,1786774.838255,1725744.999335,24.704038
17,1817294.547974,1790603.401954,1759313.753981,24.704039
18,1817359.053362,1795771.494556,1760819.052074,24.704039
19,1821505.951281,1795911.506726,1705210.336081,24.704039
20,1821505.951281,1797157.251155,1747452.484687,24.704039
21,1821505.951281,1804005.668470,1771817.791570,24.704039
22,1821505.951281,1804625.140361,1755075.989982,24.704039
23,1821505.951281,1807220.133925,1740513.841380,24.704039
24,1821519.157096,1811002.219384,1762657.754268,24.704039
25,1821705.283521,1811378.513020,1760336.386333,24.704039
26,1821705.283521,1806727.359603,1753594.993225,24.704039
27,1821705.283521,1803996.764264,1709151.134179,24.704039
28,1823803.722389,1812196.395755,1784767.382667,24.704039
29,1825218.953323,1811874.664459,1780875.830211,24.704040
30,1825218.953323,1805804.302348,1711415.655757,24.704040
31,1825834.613004,1803910.165974,1738807.020326,24.704040
32,1825834.613004,1809074.159750,1752604.679089,24.704040
33,1825834.613004,1810999.932136,1764709.243413,24.704040
34,1828058.846243,1809266.981453,1684176.896908,24.704040
35,1828058.846243,1811872.159745,1757736.359780,24.704040
36,1828058.846243,1806809.206878,1762702.810543,24.704040
37,1828058.846243,1805791.169293,1755384.234193,24.704040
38,1828166.864260,1809491.717312,1714757.954926,24.704040
39,1828166.864260,1812369.185856,1760163.405843,24.704040
40,1828166.864260,1807355.224905,1727607.877911,24.704040
41,1828166.864260,1811944.080549,1759841.423551,24.704040
42,1828186.971732,1809318.087296,1735018.067040,24.704040
43,1828186.971732,1811457.133850,1767077.523118,24.704040
44,1828186.971732,1804774.903407,1719208.334282,24.704040
