experiment_name,outcome,inner_bp_status,has_integer_solution,run_mode,num_dc,num_retailers,random_seed,delta,investment_exponent,pricing_algorithm,pricing_max_cols_per_dc,configured_mutation_rate,effective_mutation_rate,mutation_active,total_profit,inner_bp_best_bound,inner_bp_relative_gap,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,num_retailers_served,branch_nodes,processed_nodes,pruned_nodes,remaining_active_nodes,cg_iterations,total_columns,ga_generations,fitness_requests,unique_chromosomes,repeated_chromosome_requests,actual_fitness_cache_hits,fitness_bp_solves,fitness_bp_certified_optimal,fitness_bp_feasible_uncertified,fitness_bp_no_integer,fitness_evaluation_failures,solve_time,ga_time,bp_time,cg_time,pricing_time,cplex_build_time,cplex_solve_time,bb_time,best_w
exp,HEURISTIC_BEST_FOUND,OPTIMAL,1,ga,10,30,505,7500,0.5,0,3,-1,0.01,1,1828186.9717324,1828186.9717324,0,364372.350370863,100000,264372.350370863,0,528744.700741725,70888.7134183929,9,30,129,1366,66,0,19749,254222,45,1350,1108,242,242,1108,1108,0,0,0,24.703821901,24.60570628,24.58729258,150.479033545,137.371256372,2.779597173,7.342516758,0.253658255,0.0283479960899316;0.176930596285435;0.119257086999022;0.451612903225806;0.125122189638319;0.108504398826979;0.281524926686217;0.0977517106549365;0.032258064516129;0.113391984359726
