component,value
revenue,272126430
facility_fixed_cost,16748516.774193548
inventory_cost,3979098.7872650763
supplier_dc_transport_cost,47399372.362783015
dc_market_transport_cost,30061574.19475146
total_transport_cost,77460946.557534471
investment_cost,68.18666450268401
carbon_trading_cost,109.26879581776302
reported_total_profit,173966685.38011447
recomputed_total_profit,173966685.3801145
objective_decomposition_error,-2.9802322387695312e-08
