Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2125766.856090,1798709.782586,1515754.262010,16.240395
1,2156319.211001,1934817.434950,1609139.563293,16.240395
2,2156319.211001,1992563.759931,1702153.743480,16.240395
3,2156319.211001,2023387.612430,1814211.064531,16.240395
4,2156319.211001,2053381.731974,1874730.399967,16.240395
5,2156319.211001,2079339.853131,1974079.897110,16.240395
6,2156319.211001,2096265.268309,2046898.593095,16.240395
7,2163465.562994,2096960.385239,2016695.642202,16.240395
8,2164699.368950,2096168.009456,1934430.398627,16.240395
9,2171213.625763,2121823.309755,2035516.835868,16.240397
10,2171548.371753,2125174.921531,2008310.346209,16.240397
11,2180395.600463,2140871.279687,2099183.484218,16.240397
12,2182631.575219,2145342.302368,2042642.041520,16.240397
13,2186239.081527,2149370.305847,2049295.768048,16.240397
14,2186239.081527,2153270.460064,2085650.908055,16.240397
15,2186239.081527,2166792.321978,2095493.482354,16.240397
16,2186766.328935,2172470.063161,2138444.784095,16.240397
17,2190167.133668,2175042.746281,2141586.080438,16.240406
18,2190167.133668,2178799.735671,2160465.483861,16.240407
19,2190167.133668,2177338.375084,2072911.475342,16.240407
20,2191126.833339,2167683.620861,1989481.029779,16.240407
21,2195958.873091,2173833.702387,2083417.320014,16.240407
22,2195958.873091,2179114.548303,2132297.977090,16.240407
23,2196918.572762,2181734.042136,2093357.210733,16.240407
24,2196918.572762,2178302.165646,2115371.094990,16.240407
25,2196918.572762,2176495.299033,2038208.134137,16.240407
26,2196918.572762,2170962.035440,1999478.086906,16.240407
27,2197339.766599,2176404.479350,2087886.343651,16.240407
28,2198791.808752,2180412.858812,2150916.545133,16.240407
29,2198978.638095,2183418.200729,2137737.363076,16.240407
30,2198978.638095,2185106.448988,2137498.064447,16.240407
31,2198978.638095,2182031.043299,2077125.643886,16.240407
