Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.74587e+08,1.73644e+08,1.72694e+08,0.0764313
1,1.74587e+08,1.73801e+08,1.72937e+08,0.127768
2,1.74587e+08,1.7414e+08,1.7349e+08,0.184586
3,1.74587e+08,1.74319e+08,1.73784e+08,0.236846
4,1.74587e+08,1.74393e+08,1.74111e+08,0.293408
5,1.74587e+08,1.74467e+08,1.74171e+08,0.357258
6,1.74587e+08,1.74495e+08,1.74107e+08,0.416742
7,1.74587e+08,1.74544e+08,1.74426e+08,0.485805
8,1.74587e+08,1.74564e+08,1.74496e+08,0.543224
9,1.74587e+08,1.74567e+08,1.74421e+08,0.605954
10,1.74587e+08,1.74575e+08,1.74456e+08,0.65241
