experiment_name,outcome,inner_bp_status,has_integer_solution,run_mode,num_dc,num_retailers,random_seed,delta,investment_exponent,pricing_algorithm,pricing_max_cols_per_dc,configured_mutation_rate,effective_mutation_rate,mutation_active,total_profit,inner_bp_best_bound,inner_bp_relative_gap,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,num_retailers_served,branch_nodes,processed_nodes,pruned_nodes,remaining_active_nodes,cg_iterations,total_columns,ga_generations,fitness_requests,unique_chromosomes,repeated_chromosome_requests,actual_fitness_cache_hits,fitness_bp_solves,fitness_bp_certified_optimal,fitness_bp_feasible_uncertified,fitness_bp_no_integer,fitness_evaluation_failures,solve_time,ga_time,bp_time,cg_time,pricing_time,cplex_build_time,cplex_solve_time,bb_time,best_w
exp,HEURISTIC_BEST_FOUND,OPTIMAL,1,ga,5,20,1010,3000,0.5,0,3,-1,0.0666666666666667,1,1512318.95558493,1512318.95558493,0,139829.054533196,100000,39829.0545331958,0,79658.1090663916,172362.999329241,4,20,4,424,3,0,11121,91280,19,570,416,154,154,416,416,0,0,0,6.187275502,6.067678072,6.063822366,39.308087846,34.881281275,0.654854258,2.800860548,0.065411307,0.142857142857143;0.714285714285714;0;0.428571428571429;0.285714285714286
