Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.73967e+08,1.73044e+08,1.7204e+08,0.0785876
1,1.73967e+08,1.73138e+08,1.72605e+08,0.140331
2,1.73967e+08,1.73445e+08,1.72706e+08,0.197837
3,1.73967e+08,1.73606e+08,1.72947e+08,0.251593
4,1.73967e+08,1.73677e+08,1.73022e+08,0.29569
5,1.73967e+08,1.73691e+08,1.73249e+08,0.341562
6,1.73967e+08,1.73785e+08,1.73444e+08,0.396342
7,1.73967e+08,1.73835e+08,1.73654e+08,0.444559
8,1.73967e+08,1.73869e+08,1.73559e+08,0.49934
9,1.73967e+08,1.73872e+08,1.73733e+08,0.55831
10,1.73967e+08,1.73904e+08,1.73661e+08,0.626611
