Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2591521.879444,1207866.074363,200000.000000,59.866342
1,2591521.879444,1631184.102724,466002.212359,59.866342
2,2591521.879444,1827075.175902,200000.000000,59.866343
3,2591521.879444,2131826.766709,1015508.077544,59.866343
4,2592063.276304,2239995.515651,1644801.204046,59.866343
5,2592063.276304,2339905.363293,1320781.827670,59.866343
6,2592063.276304,2400057.489300,1684658.735350,59.866343
7,2592063.276304,2413734.232266,1834038.367827,59.866343
8,2592063.276304,2468519.870082,1912200.623951,59.866343
9,2592063.276304,2469922.002273,2040771.818098,59.866343
10,2592063.276304,2516454.085703,2206936.205682,59.866343
