size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_03000_GAMMA_090,gamma,0.9,808,3000,0.9,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2592063.27630406,327306.718399838,210.388103015098,227306.718399838,0,454613.436799675,6,11,330,280,50,0.15151515151515152,14516,47,0;0;0;0.00782013685239492;0.00391006842619746;0;0.00391006842619746;0.735092864125122;0;0,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,210.388103015098,0,59.86614205,0,59.86614205,18020,gamma,0.9,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0;0;0;0.00782013685239492;0.00391006842619746;0;0.00391006842619746;0.735092864125122;0;0,10,result.csv:best_w,0;1;4;5;8;9,4,0.18768328445747795,0.07507331378299119,0.0006516780710329101,0.735092864125122,0.00391006842619746,280
