num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,reference_peak_rss_kb,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,bp_peak_rss_kb,bp_initial_columns,bp_generated_columns,bp_final_master_columns,cplex_status,bp_status,cplex_objective,bp_objective,absolute_objective_difference,relative_objective_difference,pair_valid,stop_reason
5,12,101,0.40000000000000002,40890,0.087330885999999996,0.029921186999999998,0.357815416,1.7099999999999999e-06,0.47812183199999997,82156,0.00071346599999999995,0.010300109999999999,5.82e-07,0.011014158,82156,,,,OPTIMAL,OPTIMAL_CERTIFIED,703082.55453851935,703082.55453851924,1.1641532182693481e-10,1.6557845316379108e-16,true,completed_and_last_precheck_scale
5,14,101,0.40000000000000002,163760,0.30513270799999997,0.33878560800000002,3.3855561060000001,6.0859999999999998e-06,4.0489430080000002,312904,0.0029324009999999998,0.020629839000000001,5.99e-07,0.023562839000000002,312904,,,,OPTIMAL,OPTIMAL_CERTIFIED,685943.61972743354,685943.61972743354,0,0,true,completed_and_last_precheck_scale
5,16,101,0.40000000000000002,655270,1.24797688,1.587849903,9.466585491,2.694e-06,12.373129583000001,1231872,0.018265283,0.014250096,9.1500000000000003e-07,0.032516293999999994,1231872,,,,OPTIMAL,OPTIMAL_CERTIFIED,935245.14327421307,935245.14327421295,1.1641532182693481e-10,1.2447572988123172e-16,true,completed_and_last_precheck_scale
5,18,101,0.40000000000000002,2621340,5.4072551219999996,7.3932031809999996,36.678887218,3.6550000000000002e-06,49.865362664999999,5141608,0.082017382999999999,0.035966712999999997,6.6599999999999996e-07,0.11798476199999999,5141608,,,,OPTIMAL,OPTIMAL_CERTIFIED,1024838.6029249378,1024838.6029249378,0,0,true,completed_and_last_precheck_scale
5,20,101,0.40000000000000002,10485650,22.403218461000002,33.639651518999997,144.672910812,4.5020000000000003e-06,201.92351254599998,24361988,0.376470743,0.14454035400000001,7.6700000000000003e-07,0.52101186399999999,24361988,,,,OPTIMAL,OPTIMAL_CERTIFIED,1104120.6251511241,1104120.6251511241,0,0,true,completed_and_last_precheck_scale
