num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,reference_peak_rss_kb,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,bp_peak_rss_kb,bp_initial_columns,bp_generated_columns,bp_final_master_columns,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
5,18,202,0.40000000000000002,2621340,5.1024195140000002,7.267081052,21.644078058000002,3.2739999999999999e-06,34.363611370000001,5046128,0.081130492999999998,0.021937891000000001,6.4899999999999995e-07,0.103069033,5046128,UNKNOWN,93,UNKNOWN,OPTIMAL,918652.76509086962,0,OPTIMAL_CERTIFIED,918652.76509086974,0,1.1641532182693481e-10,1.2672396606286757e-16,true,true,10,0,1,0,0,true
