component,value
revenue,277769320
facility_fixed_cost,16748518.279569894
inventory_cost,4144519.650456103
supplier_dc_transport_cost,56481904.864978507
dc_market_transport_cost,25203349.319370057
total_transport_cost,81685254.184348568
investment_cost,14.430095253296974
carbon_trading_cost,1703.0306764853558
reported_total_profit,175219899.14130226
recomputed_total_profit,175219899.14130229
objective_decomposition_error,-2.9802322387695312e-08
