Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2051599.766916,915576.396881,200000.000000,24.857371
1,2051599.766916,1256154.613664,280750.404419,24.857371
2,2052323.492035,1682308.058719,420400.522777,24.857371
3,2052323.492035,1738405.373862,905534.139380,24.857372
4,2052323.492035,1777546.603061,974054.933306,24.857372
5,2052323.492035,1807348.666244,1516256.275473,24.857372
6,2052323.492035,1857136.723592,1661046.197958,24.857372
7,2052323.492035,1882336.399880,1418786.190672,24.857372
8,2054271.474673,1913911.227601,1307932.606774,24.857372
9,2054316.978017,1956519.128355,1679033.245125,24.857372
10,2054316.978017,1991657.657663,1784244.690046,24.857372
