Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2060169.358694,1889309.109741,1435664.878188,49.600317
1,2071598.196137,1919858.217302,1683574.205478,49.600318
2,2076199.222359,1954222.114675,1819859.569881,49.600318
3,2076199.222359,1988565.764695,1865854.445371,49.600318
4,2076199.222359,2003408.585080,1910044.279646,49.600318
5,2086577.796420,2031828.134018,1927393.419545,49.600318
6,2091460.391489,2051327.997505,1968732.583956,49.600318
7,2091460.391489,2070720.630213,2021616.693232,49.600318
8,2101824.303092,2062250.026452,1586114.001529,49.600318
9,2105304.074840,2078402.890837,2021442.158633,49.600318
10,2105304.074840,2082032.788835,2047163.311369,49.600318
11,2115697.572545,2083434.287156,2016992.018838,49.600318
12,2115697.572545,2089630.243651,2038669.023081,49.600318
13,2120720.723620,2094191.047525,2056682.277444,49.600318
14,2120720.723620,2092976.444326,2025840.925060,49.600318
15,2123598.721156,2095501.404985,1980545.538841,49.600318
16,2123598.721156,2097948.313203,2058946.617780,49.600318
17,2125820.004377,2102962.345619,2032474.359691,49.600334
18,2125820.004377,2101796.824989,1861682.414912,49.600334
19,2128479.668689,2099732.600019,1945014.760266,49.600334
20,2128479.668689,2113877.797745,2059402.220930,49.600334
21,2128479.668689,2104424.360550,1943084.674775,49.600334
22,2128479.668689,2113110.389597,2015701.240826,49.600334
23,2129270.795856,2117510.281288,2083963.831142,49.600334
24,2129270.795856,2117941.981037,2069096.543581,49.600334
25,2129960.986249,2113645.536297,2020349.421210,49.600334
26,2129984.817171,2116785.308331,2068751.964509,49.600334
27,2129988.728979,2112912.949692,1914478.241165,49.600334
28,2129988.728979,2111779.185787,2018326.733644,49.600334
29,2129988.728979,2112722.131468,2078899.645348,49.600334
