dc_id,open,w
C01,false,0
C02,true,0.0058651026392961877
C03,true,0.010752688172043012
C04,true,0
C05,true,0.0097751710654936461
C06,false,0.25024437927663734
C07,true,0
C08,true,0.00097751710654936461
