Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2367928.671520,1713499.591737,1040076.960503,31.316222
1,2367928.671520,1829283.980699,1111885.412081,31.316222
2,2367928.671520,2035294.530564,1692160.348333,31.316223
3,2368499.558323,2167028.032880,1716754.487578,31.316223
4,2368931.314601,2246755.040883,1812377.392765,31.316223
5,2371869.952150,2286719.882651,1969174.553862,31.316223
6,2371869.952150,2298952.487946,2108259.872746,31.316223
7,2375868.857188,2324469.470719,2197023.249637,31.316223
8,2375868.857188,2344903.837717,2249324.997065,31.316223
9,2376005.441667,2356829.774014,2267658.064193,31.316223
10,2376005.441667,2351700.930927,2273622.361869,31.316223
11,2376005.441667,2356126.403136,2302053.452497,31.316223
12,2377950.244245,2341952.569904,2172814.184261,31.316223
13,2381185.659466,2349245.153481,2220232.984281,31.316223
14,2381217.510908,2346736.629485,2215164.234677,31.316223
15,2381217.510908,2343179.172809,2177560.341766,31.316223
16,2381217.510908,2343197.182489,2202622.777865,31.316223
17,2381337.517604,2355184.242043,2263695.650092,31.316228
18,2381337.517604,2363621.709207,2227113.376794,31.316228
19,2381337.517604,2367603.425354,2298434.474530,31.316228
20,2381910.741424,2363562.137775,2292645.864254,31.316228
21,2381910.741424,2358147.074173,2227343.779403,31.316228
22,2381910.741424,2344483.291759,2213211.499403,31.316228
23,2381910.741424,2355512.339533,2256563.459557,31.316228
