size_id,random_seed,scenario_id,outer_method,outer_solution_status,raw_solver_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,total_profit,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,open_dc_set,w_vector,positive_w_count,mean_positive_w,mean_all_w,max_w,min_positive_w,ga_generations,actual_bp_calls,cache_hit_rate,cg_iterations,branch_nodes,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,user_time_sec,system_time_sec,wall_time_sec,w_vector_legacy,w_vector_candidate_dc,w_vector_length,w_vector_expected_length,w_vector_normalization_status,w_vector_raw_source,mean_all_w_legacy,mean_all_candidate_w,mean_open_dc_w
10x30,202,NO_INVESTMENT,FIXED_W_BP,NOT_APPLICABLE,OPTIMAL,OPTIMAL,true,1,normal_or_early_stop,2201520.26884535,348165.95763897,100000,248165.95763897,0,496331.915277939,0,7,0;1;2;3;5;6;9,0;0;0;0;0;0;0;0;0;0,0,0.0,0.0,0.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,17,0,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,050bab4db1fe0d324d8e80e2db5a0ccfe838ae40874d3118a2fd437448d4277d,ab96559846b69ceb07e5b4a789c63dff25afad402a2c12ca8b8b1dd2c3577bac,0.1,0.0,0.11,0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0,10,10,VALID_EXACT_LENGTH,result.csv:best_w,0.0,0.0,0.0
