Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2190724.084064,2000654.338202,1822119.683330,15.018625
1,2190724.084064,2028872.523783,1861694.696403,15.018625
2,2211503.151671,2087897.454766,1876492.678049,15.018625
3,2211503.151671,2115051.814287,2003270.533122,15.018625
4,2219264.026476,2130154.946015,2030520.086816,15.018625
5,2220246.678621,2145660.703570,2080363.886740,15.018625
6,2220246.678621,2154196.799350,2095106.256665,15.018626
7,2235897.080896,2157305.986130,2057442.485234,15.018626
8,2236833.123556,2165274.301132,2084812.923170,15.018626
9,2236890.616820,2183376.326660,2115115.438065,15.018626
10,2244321.245473,2200789.410438,2114458.400289,15.018626
11,2244321.245473,2208898.220750,2132620.884948,15.018626
12,2244603.830275,2209616.268467,2080227.995533,15.018626
13,2248353.378483,2216201.750859,2123012.967434,15.018626
14,2248353.378483,2226052.343088,2169955.590279,15.018626
15,2248824.921590,2230865.757523,2182908.517457,15.018626
16,2248981.991502,2236732.048582,2196267.911663,15.018626
17,2249017.032401,2236813.624275,2217139.111699,15.018635
18,2249744.110487,2239705.832032,2197410.216571,15.018635
19,2250052.953969,2238125.294051,2151290.666104,15.018635
20,2250052.953969,2224948.683201,2077111.602531,15.018635
21,2250100.557778,2233890.426925,2135553.521127,15.018635
22,2250868.287532,2236977.490661,2190495.467140,15.018635
23,2250897.311416,2241672.928675,2188939.144347,15.018635
