outer_status,final_inner_bp_status,integer_solution,relative_gap,termination_reason,wall_time_sec,ga_generations,actual_bp_calls,fitness_cache_hits,cg_iterations,branch_nodes,num_open_dcs,open_dc_indices,open_dc_ids,num_served_markets,served_market_indices,served_market_ids,num_unserved_markets,unserved_market_indices,unserved_market_ids,mean_w_open_dcs,demand_weighted_mean_w,max_w,min_w,revenue,facility_fixed_cost,inventory_cost,supplier_dc_transport_cost,dc_market_transport_cost,total_transport_cost,investment_cost,carbon_trading_cost,reported_total_profit,recomputed_total_profit,objective_decomposition_error,facility_emission,inventory_emission,supplier_dc_transport_emission,dc_market_transport_emission,total_emission,emission_decomposition_error,carbon_quota,allowance_shortage,allowance_surplus,net_carbon_trading_cost,best_w
HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.65873606799999995,11,276,54,1442,0,6,"1;2;3;4;6;7","C02;C03;C04;C05;C07;C08",12,"1;3;4;9;2;8;10;12;11;6;7;14","C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15",3,"0;5;13","C01;C06;M14",0.0013033561420658195,0.0010209086975934995,0.0039100684261974585,0,272126430,16748518.279569894,3979098.8029784416,47399388.805093966,30682317.854675464,78081706.659769431,13.766869724370855,414.04212043374355,173345978.17658463,173345978.17658457,5.9604644775390625e-08,659.13978494623655,3.7994721080710532,8486.5080564788914,5500.4166327275589,14649.863946260761,-3.637978807091713e-12,14442.842886043889,207.02106021687177,0,414.04212043374355,"0;0;0.0039100684261974585;0;0.0039100684261974585;0;0;0"
