Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.75884e+08,1.74887e+08,1.74099e+08,0.0596611
1,1.75884e+08,1.75087e+08,1.7444e+08,0.118378
2,1.75884e+08,1.75539e+08,1.7504e+08,0.18002
3,1.75884e+08,1.75627e+08,1.7509e+08,0.244131
4,1.75884e+08,1.75733e+08,1.75176e+08,0.296707
5,1.75884e+08,1.75756e+08,1.75308e+08,0.348761
6,1.75884e+08,1.75791e+08,1.7557e+08,0.410593
7,1.75884e+08,1.75811e+08,1.75599e+08,0.464132
8,1.75884e+08,1.75812e+08,1.75528e+08,0.523118
9,1.75884e+08,1.75823e+08,1.75661e+08,0.584833
10,1.75884e+08,1.7583e+08,1.75501e+08,0.64107
