size_id,random_seed,scenario_id,outer_method,outer_solution_status,raw_solver_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,total_profit,carbon_emission,carbon_cap,e_plus,e_minus,net_carbon_trading_cost,total_investment_cost,num_dc_open,open_dc_set,w_vector,positive_w_count,mean_positive_w,mean_all_w,max_w,min_positive_w,ga_generations,actual_bp_calls,cache_hit_rate,cg_iterations,branch_nodes,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,user_time_sec,system_time_sec,wall_time_sec,w_vector_legacy,w_vector_candidate_dc,w_vector_length,w_vector_expected_length,w_vector_normalization_status,w_vector_raw_source,mean_all_w_legacy,mean_all_candidate_w,mean_open_dc_w
10x30,808,OPTIMIZED_INVESTMENT,GA_BP,GA_BEST_FOUND,OPTIMAL,OPTIMAL,true,1,normal_or_early_stop,2732061.90909456,175760.547125795,100000,75760.5471257948,0,151521.09425159,172247.597102776,5,1;4;5;8;9,0.431085043988;0.231671554252;0.151515151515;0.144672531769;0.540566959922;0.545454545455;0.80156402737;0.951124144673;0.287390029326;0.193548387097,10,0.42785923753665694,0.42785923753665694,0.951124144672532,0.144672531769306,16,409,0.14791666666666667,20694,45,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,788191366131e8305cac94db8c3d12d068b87db87408704fb52ba39d39c97bbb,c2b1bba758a0011e414089d690100f0b59918149b3c21ede270b1e3416512266,247.64,1.99,37.1,0;0.23;0;0;0.54;0.55;0;0;0.29;0.19,0.431085043988;0.231671554252;0.151515151515;0.144672531769;0.540566959922;0.545454545455;0.80156402737;0.951124144673;0.287390029326;0.193548387097,10,10,VALID_EXACT_LENGTH,result.csv:best_w,0.18,0.42785923753665694,0.35972629521016597
