Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.74587e+08,1.73608e+08,1.72772e+08,0.0731513
1,1.74587e+08,1.73809e+08,1.7312e+08,0.131135
2,1.74587e+08,1.74225e+08,1.73729e+08,0.191661
3,1.74587e+08,1.74362e+08,1.73896e+08,0.256968
4,1.74587e+08,1.74424e+08,1.74015e+08,0.314642
5,1.74587e+08,1.74451e+08,1.73948e+08,0.372451
6,1.74587e+08,1.74495e+08,1.74282e+08,0.432347
7,1.74587e+08,1.74509e+08,1.7419e+08,0.494397
8,1.74587e+08,1.74503e+08,1.74355e+08,0.567952
9,1.74587e+08,1.74518e+08,1.743e+08,0.62509
10,1.74587e+08,1.74531e+08,1.743e+08,0.680567
