Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1747481.856119,1702449.817422,1643819.218247,5.524332
1,1748306.705461,1714062.231057,1648751.538607,5.524333
2,1748306.705461,1714892.486739,1663137.867206,5.524333
3,1748306.705461,1724119.692234,1677366.481645,5.524333
4,1752958.929976,1724177.734722,1661816.459896,5.524333
5,1752958.929976,1718304.984622,1677911.853268,5.524333
6,1755844.884271,1731581.911688,1678787.065094,5.524333
7,1755844.884271,1724140.590359,1667173.542445,5.524333
8,1755844.884271,1729815.708622,1668985.029870,5.524333
9,1755844.884271,1719098.249383,1626141.261624,5.524333
10,1755844.884271,1718503.280640,1669076.471969,5.524333
11,1755844.884271,1726080.795816,1664046.445683,5.524333
12,1755844.884271,1729868.488402,1673241.303819,5.524333
13,1755844.884271,1717704.914001,1638517.052534,5.524333
14,1755844.884271,1722868.037282,1626400.859605,5.524333
15,1755844.884271,1726726.948933,1671182.661682,5.524333
16,1755844.884271,1721875.443486,1652550.715624,5.524333
