Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.73967e+08,1.73027e+08,1.72455e+08,0.0778847
1,1.73967e+08,1.73167e+08,1.72598e+08,0.122768
2,1.73967e+08,1.73327e+08,1.72843e+08,0.175853
3,1.73967e+08,1.7355e+08,1.72859e+08,0.249188
4,1.73967e+08,1.7365e+08,1.72929e+08,0.313027
5,1.73967e+08,1.73753e+08,1.72977e+08,0.362975
6,1.73967e+08,1.7384e+08,1.73393e+08,0.415017
7,1.73967e+08,1.73904e+08,1.73694e+08,0.463252
8,1.73967e+08,1.73891e+08,1.73428e+08,0.518274
9,1.73967e+08,1.73916e+08,1.73796e+08,0.574739
10,1.73967e+08,1.73925e+08,1.73808e+08,0.637038
