Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2005579.131920,1950799.562312,1764139.876278,12.310486
1,2011157.125140,1960843.621667,1864021.296691,12.310487
2,2011157.125140,1973542.445495,1901002.122139,12.310487
3,2011822.053784,1985739.244897,1948745.062507,12.310487
4,2025787.476341,1997724.640984,1964487.293507,12.310487
5,2026101.181562,2003410.000979,1970985.365705,12.310487
6,2026101.181562,2004330.598269,1987461.005559,12.310487
7,2028852.978286,2010362.914628,1985090.187615,12.310487
8,2028852.978286,2013915.314397,1990177.242240,12.310487
9,2030758.209431,2018869.154987,1996604.766433,12.310487
10,2030758.209431,2019534.686957,2001048.998649,12.310487
11,2031372.534760,2023716.622318,1999945.667616,12.310487
12,2031372.534760,2023370.881836,2003827.045097,12.310487
13,2032642.732114,2021849.040788,2001560.284299,12.310487
14,2032642.732114,2022222.056450,1983161.383326,12.310487
15,2033145.140353,2021917.299354,1993022.135089,12.310487
16,2033145.140353,2022926.728473,2003296.977505,12.310487
17,2033170.919906,2025658.531284,2001607.917945,12.310498
