Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.7522e+08,1.74282e+08,1.73348e+08,0.0759732
1,1.7522e+08,1.74506e+08,1.73549e+08,0.133678
2,1.7522e+08,1.74755e+08,1.738e+08,0.189075
3,1.7522e+08,1.74837e+08,1.74153e+08,0.251122
4,1.7522e+08,1.75014e+08,1.7459e+08,0.310471
5,1.7522e+08,1.75125e+08,1.74648e+08,0.369974
6,1.7522e+08,1.75146e+08,1.74909e+08,0.434465
7,1.7522e+08,1.75159e+08,1.74975e+08,0.490019
8,1.7522e+08,1.75179e+08,1.75035e+08,0.538834
9,1.7522e+08,1.75197e+08,1.75118e+08,0.593635
10,1.7522e+08,1.75195e+08,1.75068e+08,0.651547
