Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2125766.856090,1818322.710148,1521760.632193,17.077573
1,2162185.665604,1892332.437392,1535548.516677,17.077573
2,2162185.665604,1977466.357494,1626603.578982,17.077573
3,2162185.665604,2020261.075264,1777839.876052,17.077573
4,2180872.235554,2035500.448706,1868815.168178,17.077573
5,2180872.235554,2060628.076297,1923991.481082,17.077573
6,2180872.235554,2096304.467417,1956383.080634,17.077573
7,2180872.235554,2091399.334278,1945830.535436,17.077573
8,2186544.073695,2115613.388762,2051211.362502,17.077573
9,2186544.073695,2130336.959794,2086572.790506,17.077574
10,2190183.969071,2145280.558573,2038369.364927,17.077574
11,2190183.969071,2158067.506256,2116303.597660,17.077575
12,2190777.893542,2168228.235289,2119249.687884,17.077575
13,2191858.834685,2167289.380607,2113175.512323,17.077575
14,2192656.014725,2173936.542215,2132518.635554,17.077575
15,2193604.699810,2181092.143659,2163744.722071,17.077575
16,2196212.275848,2184218.627753,2139885.668569,17.077575
17,2196212.275848,2185388.157503,2169280.281706,17.077583
18,2197172.616709,2186217.036844,2161287.161200,17.077583
19,2197172.616709,2183749.063672,2070403.169214,17.077583
20,2197172.616709,2172722.860622,2004719.406697,17.077583
21,2197172.616709,2180914.383447,2043602.210247,17.077583
22,2197172.616709,2185399.387858,2138708.619818,17.077583
23,2197343.166213,2187587.556942,2118839.898931,17.077583
24,2201813.488145,2184742.547293,2108994.513794,17.077583
25,2201813.488145,2182306.009887,2056725.494541,17.077583
26,2201813.488145,2177856.006457,1989777.868447,17.077583
27,2201813.488145,2180127.314522,2118773.156223,17.077583
28,2203191.498104,2185736.786533,2138783.092373,17.077583
29,2203191.498104,2188380.571605,2142677.206284,17.077583
30,2203899.766376,2187443.425552,2134767.419909,17.077583
31,2203899.766376,2187005.722883,2118520.117735,17.077583
32,2203899.766376,2188292.321070,2131133.568445,17.077583
33,2203899.766376,2193780.581926,2181136.924696,17.077585
34,2203899.766376,2189918.267789,2133584.698792,17.077585
