size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb
10x30,DELTA_03000_GAMMA_010,gamma,0.1,505,3000,0.1,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2590452.78359494,11933.4487249128,30954.8365270267,0,88066.5512750872,-176133.102550174,9,50,1500,1195,305,0.20333333333333334,24869,72,0.996089931573803;0.951124144672532;0.946236559139785;0.192570869990225;0.990224828934506;0.999022482893451;0.990224828934506;0.958944281524927;0.921798631476051;0.996089931573803,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,425df1054f9c0e9c5eddcbddef0f51028923d3debc4982021c0ee8e058d92b1e,425df1054f9c0e9c5eddcbddef0f51028923d3debc4982021c0ee8e058d92b1e,report.txt D_j open DCs; closed DCs D=0,30954.8365270267,1.09139364212751e-11,207.73,3.72,30.5,16612
10x30,DELTA_03000_GAMMA_020,gamma,0.2,505,3000,0.2,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2547766.81516066,10429.9807158425,74019.2228913393,0,89570.0192841575,-179140.038568315,9,50,1500,1212,288,0.192,24061,43,0.989247311827957;0.981427174975562;0.992179863147605;0.976539589442815;0.92375366568915;0.997067448680352;0.990224828934506;0.999022482893451;0.977517106549365;0.834799608993157,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,7b708300d9fcf48f7c8ae9800b062eeab14bb12567d590f4d5d5aee57c7f3c1d,7b708300d9fcf48f7c8ae9800b062eeab14bb12567d590f4d5d5aee57c7f3c1d,report.txt D_j open DCs; closed DCs D=0,74019.2228913393,0,210.16,3.55,31.4,16220
10x30,DELTA_03000_GAMMA_030,gamma,0.3,505,3000,0.3,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2433631.67532621,22425.6087398947,159670.550706067,0,77574.3912601053,-155148.782520211,9,32,960,786,174,0.18125,16178,69,0.579667644183773;0.96969696969697;0.98435972629521;0.726295210166178;0.896383186705767;0.993157380254154;0.989247311827957;0.719452590420332;0.979472140762463;0.790811339198436,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,3425f786cda55818ebf9bf9cbc08ea9e8fca27f28263f536bc7c59b0e3e8c986,3425f786cda55818ebf9bf9cbc08ea9e8fca27f28263f536bc7c59b0e3e8c986,report.txt D_j open DCs; closed DCs D=0,159670.550706067,3.20142135024071e-10,140.56,2.26,21.02,15892
10x30,DELTA_03000_GAMMA_040,gamma,0.4,505,3000,0.4,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2203998.13191335,63839.7848294901,297452.840088424,0,36160.2151705099,-72320.4303410198,9,17,510,427,83,0.1627450980392157,8557,52,0.566959921798632;0.802541544477028;0.671554252199413;0.44574780058651;0.43010752688172;0.996089931573803;0.990224828934506;0.608015640273705;0.927663734115347;0.352883675464321,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,e14c98fc1f50d163da0808a2739891a77746fc61b889f1ec9719462b78116d1e,e14c98fc1f50d163da0808a2739891a77746fc61b889f1ec9719462b78116d1e,report.txt D_j open DCs; closed DCs D=0,297452.840088424,1.74622982740402e-10,76.56,1.34,11.84,15848
10x30,DELTA_03000_GAMMA_060,gamma,0.6,505,3000,0.6,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,1829579.89396957,357045.733285055,68344.1394132706,257045.733285055,0,514091.466570109,9,38,1140,926,214,0.18771929824561404,15379,58,0.113391984359726;0.148582600195503;0.125122189638319;0.00782013685239492;0.140762463343109;0.132942326490714;0.234604105571848;0.132942326490714;0.112414467253177;0.133919843597263,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,eacfcc9e4994181a4f26aefe4fee2e49141444901ce6927ca1be081939fb4a54,eacfcc9e4994181a4f26aefe4fee2e49141444901ce6927ca1be081939fb4a54,report.txt D_j open DCs; closed DCs D=0,68344.1394132708,1.89174897968769e-10,112.99,2.62,17.97,15792
10x30,DELTA_03000_GAMMA_070,gamma,0.7,505,3000,0.7,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,1782609.76352038,397910.182241683,33480.997211251,297910.182241683,0,595820.364483367,9,25,750,614,136,0.18133333333333335,10227,9,0.0312805474095797;0.0957966764418377;0.0791788856304985;0;0;0.032258064516129;0.125122189638319;0.032258064516129;0.032258064516129;0.0175953079178886,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,d2ffdaaf7f56211599c69e9087811541a6ceb509b11a59b6d9ee6b9c7b84b734,d2ffdaaf7f56211599c69e9087811541a6ceb509b11a59b6d9ee6b9c7b84b734,report.txt D_j open DCs; closed DCs D=0,33480.9972112511,7.27595761418343e-11,110.28,1.67,18.71,15784
10x30,DELTA_03000_GAMMA_080,gamma,0.8,505,3000,0.8,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,1765689.78290667,414241.641669111,10577.4145974738,314241.641669111,0,628483.283338222,9,11,330,277,53,0.1606060606060606,4139,1,0.0156402737047898;0.00195503421309873;0.0635386119257087;0.0625610948191593;0.00977517106549365;0.0283479960899316;0;0;0.00879765395894428;0,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,55fd54e20c6c30aa0a9b972c3fbb89dd86a70c6fcdfd86190c8ea470123f4124,55fd54e20c6c30aa0a9b972c3fbb89dd86a70c6fcdfd86190c8ea470123f4124,report.txt D_j open DCs; closed DCs D=0,10577.4145974738,2.5465851649642e-11,70.49,0.91,11.95,15232
10x30,DELTA_03000_GAMMA_090,gamma,0.9,505,3000,0.9,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,1764905.9245094,418939.466857457,1952.20693991636,318939.466857457,0,637878.933714914,9,11,330,275,55,0.16666666666666666,3510,0,0.00195503421309873;0;0.00391006842619746;0;0;0;0;0.00586510263929619;0;0.0156402737047898,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,4dfd3966e0049d3a6811f5eba954f877d69383f1e6c24f5a48e84e25a081ec1f,4dfd3966e0049d3a6811f5eba954f877d69383f1e6c24f5a48e84e25a081ec1f,report.txt D_j open DCs; closed DCs D=0,1952.20693991635,1.04591890703887e-11,51.16,0.56,9.06,15048
10x30,DELTA_05000_GAMMA_050,delta,5000,505,5000,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,1864723.5825578,320164.095625412,122873.914184015,220164.095625412,0,440328.191250824,9,24,720,592,128,0.17777777777777778,11694,130,0.0195503421309873;0.253176930596285;0.227761485826002;0.502443792766373;0.150537634408602;0.274682306940371;0.332355816226784;0.253176930596285;0.151515151515152;0.273704789833822,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,2964da08e85b94397b24a0243bf906faafc66d071ee035204c8d587355271e60,2964da08e85b94397b24a0243bf906faafc66d071ee035204c8d587355271e60,report.txt D_j open DCs; closed DCs D=0,122873.914184015,1.60071067512035e-10,93.5,1.61,16.64,16112
10x30,DELTA_07500_GAMMA_050,delta,7500,505,7500,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,1828186.9717324,364372.350370863,70888.7134183929,264372.350370863,0,528744.700741725,9,45,1350,1108,242,0.17925925925925926,19749,129,0.0283479960899316;0.176930596285435;0.119257086999022;0.451612903225806;0.125122189638319;0.108504398826979;0.281524926686217;0.0977517106549365;0.032258064516129;0.113391984359726,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,33849edfa7fbc0178783b38d710e67d3c13016f11179db3bcaca36ba6df04fd1,33849edfa7fbc0178783b38d710e67d3c13016f11179db3bcaca36ba6df04fd1,report.txt D_j open DCs; closed DCs D=0,70888.7134183928,1.45519152283669e-10,147.71,3.07,24.7,15564
10x30,DELTA_10000_GAMMA_050,delta,10000,505,10000,0.5,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,1811725.44050581,380373.294633734,39478.1474389242,280373.294633734,0,560746.589267469,9,27,810,663,147,0.1814814814814815,11434,46,0;0.0967741935483871;0.0625610948191593;0.502443792766373;0.0234604105571848;0.126099706744868;0.156402737047898;0.0713587487781036;0;0.0977517106549365,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,049fe6c9e41fc639cdb9597c553853ee8be670b3773627ada0b1f0ddc9008eab,049fe6c9e41fc639cdb9597c553853ee8be670b3773627ada0b1f0ddc9008eab,report.txt D_j open DCs; closed DCs D=0,39478.1474389241,1.09139364212751e-10,96.55,1.77,15.76,15328
