component,value
facility_emission,660
inventory_emission,3.8040029052381081
supplier_dc_transport_emission,8499.6773003709604
dc_market_transport_emission,5279.3615763675607
total_emission,14442.842879643757
emission_decomposition_error,3.637978807091713e-12
