Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2221598.993420,1297091.120137,200000.000000,22.051748
1,2221598.993420,1643078.896146,618141.516813,22.051748
2,2221598.993420,1766780.449259,1079251.826427,22.051749
3,2222119.362570,1911405.643408,1437062.872772,22.051749
4,2222119.362570,2025539.649436,1797393.307497,22.051749
5,2222119.362570,2126065.517079,1901149.162800,22.051749
6,2222258.552446,2147908.692003,1901704.071784,22.051749
7,2223862.339188,2157772.203716,1987931.159374,22.051749
8,2223987.713171,2172235.569271,2000041.991679,22.051749
9,2223987.713171,2155224.818864,1741300.550721,22.051749
10,2224519.572705,2189033.019146,2004898.994730,22.051749
