component,value
revenue,277769320
facility_fixed_cost,16748517.634408602
inventory_cost,4144519.6412631874
supplier_dc_transport_cost,56481869.050370775
dc_market_transport_cost,24539417.374014713
total_transport_cost,81021286.424385488
investment_cost,46.298898525630385
carbon_trading_cost,1411.2663592072859
reported_total_profit,175883835.6868163
recomputed_total_profit,175883835.6868163
objective_decomposition_error,0
