Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1738181.298706,1685594.917346,1589170.892126,5.166937
1,1743491.146589,1686956.424687,1595171.210097,5.166937
2,1743491.146589,1695858.684121,1630232.395658,5.166937
3,1743803.844424,1700935.437992,1604232.426349,5.166937
4,1748274.996751,1703488.661884,1624220.929425,5.166937
5,1752947.706809,1712221.480536,1644021.710888,5.166937
6,1752947.706809,1713241.312367,1652811.911455,5.166937
7,1752947.706809,1699322.342137,1627588.596901,5.166938
8,1752947.706809,1708649.652322,1621856.662422,5.166938
9,1753378.311948,1716519.571091,1651662.684632,5.166938
10,1755341.649174,1719458.339106,1648103.262132,5.166938
11,1755341.649174,1721601.608747,1628979.351898,5.166938
12,1755341.649174,1723312.531388,1652915.026271,5.166938
13,1757580.835731,1716745.417337,1627328.072839,5.166938
14,1757580.835731,1711789.816261,1649213.094738,5.166938
15,1759974.778096,1713441.333639,1665974.489215,5.166938
16,1764110.965560,1716700.848387,1658708.632262,5.166938
17,1764110.965560,1718530.799691,1638501.478604,5.166944
18,1764110.965560,1718329.782548,1667339.698156,5.166944
19,1764110.965560,1720374.117624,1649374.854034,5.166944
20,1764110.965560,1722446.368656,1656722.374890,5.166944
21,1764110.965560,1726035.868934,1655760.149171,5.166944
22,1764193.543398,1732081.231336,1681313.564440,5.166944
23,1764193.543398,1725644.475724,1663990.485922,5.166944
24,1764193.543398,1730053.800745,1662185.751908,5.166944
25,1764193.543398,1725185.307491,1628553.986655,5.166944
26,1764193.543398,1733683.123291,1665465.024990,5.166944
