size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_03000_GAMMA_040,gamma,0.4,808,3000,0.4,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,2959889.87789031,37324.035476376,221454.496121749,0,62675.964523624,-125351.929047248,5,20,600,496,104,0.17333333333333334,26098,73,0.299120234604106;0.632453567937439;0.847507331378299;0.841642228739003;0.958944281524927;0.992179863147605;0.437927663734115;0.284457478005865;0.425219941348974;0.529814271749756,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,221454.496121749,0,45.464763122,0,45.464763122,16824,gamma,0.4,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.299120234604106;0.632453567937439;0.847507331378299;0.841642228739003;0.958944281524927;0.992179863147605;0.437927663734115;0.284457478005865;0.425219941348974;0.529814271749756,10,result.csv:best_w,1;4;5;8;9,10,0.6249266862170089,0.6249266862170089,0.7077223851417402,0.992179863147605,0.284457478005865,496
