Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.75884e+08,1.74941e+08,1.73901e+08,0.0786259
1,1.75884e+08,1.7502e+08,1.74467e+08,0.147888
2,1.75884e+08,1.75342e+08,1.74567e+08,0.217596
3,1.75884e+08,1.75471e+08,1.74937e+08,0.278411
4,1.75884e+08,1.75598e+08,1.75169e+08,0.324197
5,1.75884e+08,1.75685e+08,1.75246e+08,0.371928
6,1.75884e+08,1.75748e+08,1.75451e+08,0.419825
7,1.75884e+08,1.75752e+08,1.75459e+08,0.478432
8,1.75884e+08,1.7579e+08,1.75484e+08,0.540296
9,1.75884e+08,1.75825e+08,1.75613e+08,0.60297
10,1.75884e+08,1.75836e+08,1.75612e+08,0.658681
