component,value
revenue,272126430
facility_fixed_cost,16748519.784946237
inventory_cost,3979098.8100259178
supplier_dc_transport_cost,47399412.779293276
dc_market_transport_cost,30682313.79102036
total_transport_cost,78081726.570313632
investment_cost,0.77683658156734237
carbon_trading_cost,435.46508845239441
reported_total_profit,173345969.74364972
recomputed_total_profit,173345969.74364972
objective_decomposition_error,0
