size_id,scenario_id,screening_dimension,screening_level,random_seed,delta,investment_exponent,outer_status,inner_bp_status,has_integer_solution,outcome,total_profit,carbon_emission,total_investment_cost,e_plus,e_minus,net_carbon_trading_cost,num_dc_open,ga_generations,fitness_requests,fitness_bp_solves,actual_fitness_cache_hits,cache_hit_rate,cg_iterations,branch_nodes,best_w,w_vector_expected_length,w_vector_normalization_status,algorithm_commit,formal_tag,config_sha256,instance_fingerprint,demand_source,investment_recomputed,investment_abs_diff,user_time_sec,system_time_sec,wall_time_sec,max_rss_kb,sensitivity_dimension,sensitivity_level,outer_method,outer_solution_status,final_inner_bp_status,final_inner_bp_certified,integer_solution,termination_reason,w_vector_candidate_dc,w_vector_length,w_vector_raw_source,open_dc_set,positive_w_count,mean_positive_w,mean_all_candidate_w,mean_open_dc_w,max_w,min_positive_w,actual_bp_calls
10x30,DELTA_03000_GAMMA_030,gamma,0.3,808,3000,0.3,GA_BEST_FOUND,OPTIMAL,1,HEURISTIC_BEST_FOUND,3125732.50552621,9374.0679256562,115757.807502535,0,90625.9320743438,-181251.864148688,5,25,750,623,127,0.16933333333333334,36587,261,0.394916911045943;0.966764418377322;0.570869990224829;0.518084066471163;0.976539589442815;0.989247311827957;0.462365591397849;0.236559139784946;0.613880742913001;0.995112414467253,10,VALID_EXACT_LENGTH,0dd725354732f9b8011e9e7e8540e0e64a3ff223,paper-exp-baseline-20260801,,,report.txt D_j open DCs; closed DCs D=0,115757.807502535,0,50.322971437,0,50.322971437,17368,gamma,0.3,GA_BP,GA_BEST_FOUND,OPTIMAL,true,1,HEURISTIC_BEST_FOUND,0.394916911045943;0.966764418377322;0.570869990224829;0.518084066471163;0.976539589442815;0.989247311827957;0.462365591397849;0.236559139784946;0.613880742913001;0.995112414467253,10,result.csv:best_w,1;4;5;8;9,10,0.6724340175953077,0.6724340175953077,0.9083088954056696,0.995112414467253,0.236559139784946,623
