component,value
revenue,277769320
facility_fixed_cost,16748516.774193548
inventory_cost,4144519.6353929243
supplier_dc_transport_cost,56481845.049402319
dc_market_transport_cost,24539421.526341017
total_transport_cost,81021266.575743333
investment_cost,63.836052752077485
carbon_trading_cost,1390.5516317414549
reported_total_profit,175883838.86438957
recomputed_total_profit,175883838.86438951
objective_decomposition_error,5.9604644775390625e-08
