Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.75884e+08,1.74967e+08,1.74004e+08,0.0783704
1,1.75884e+08,1.75096e+08,1.74508e+08,0.131315
2,1.75884e+08,1.75299e+08,1.74836e+08,0.195691
3,1.75884e+08,1.75501e+08,1.74948e+08,0.254321
4,1.75884e+08,1.75556e+08,1.75047e+08,0.31206
5,1.75884e+08,1.75659e+08,1.75403e+08,0.370296
6,1.75884e+08,1.75697e+08,1.75286e+08,0.422509
7,1.75884e+08,1.75739e+08,1.75527e+08,0.47284
8,1.75884e+08,1.75777e+08,1.75599e+08,0.523152
9,1.75884e+08,1.75787e+08,1.75639e+08,0.576507
10,1.75884e+08,1.75813e+08,1.75425e+08,0.627153
