Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2125766.856090,992714.743320,200000.000000,11.998923
1,2125766.856090,1348883.547505,637351.876408,11.998923
2,2125766.856090,1647249.974660,947793.330734,11.998923
3,2125766.856090,1828346.630666,1217925.337441,11.998923
4,2125766.856090,1919515.190125,1485691.578990,11.998923
5,2125766.856090,1942529.218153,1697436.184262,11.998923
6,2125766.856090,1955672.622541,1725241.675640,11.998923
7,2125766.856090,1970883.693351,1691976.246787,11.998923
8,2125766.856090,1989649.231091,1638079.688932,11.998923
9,2127226.115771,2031198.317570,1808939.008042,11.998925
10,2127226.115771,2026669.339717,1884361.623313,11.998925
