num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,reference_peak_rss_kb,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,bp_peak_rss_kb,bp_initial_columns,bp_generated_columns,bp_final_master_columns,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
5,14,101,0.40000000000000002,163760,0.29977704500000002,0.31340073800000001,5.250941149,1.9420000000000002e-06,5.8796668140000001,315056,0.0027331629999999998,0.020121300000000002,5.2900000000000004e-07,0.022854992000000001,315056,UNKNOWN,119,UNKNOWN,OPTIMAL,685943.61972743354,0,OPTIMAL_CERTIFIED,685943.61972743354,0,0,0,true,true,17,0,1,0,0,true
