distance_km,seed,output_dir,validation_status,outer_status,final_inner_bp_status,integer_solution,relative_gap,termination_reason,wall_time_sec,ga_generations,actual_bp_calls,fitness_cache_hits,cg_iterations,branch_nodes,num_open_dcs,open_dc_indices,open_dc_ids,num_served_markets,served_market_indices,served_market_ids,num_unserved_markets,unserved_market_indices,unserved_market_ids,mean_w_open_dcs,demand_weighted_mean_w,max_w,min_w,revenue,facility_fixed_cost,inventory_cost,supplier_dc_transport_cost,dc_market_transport_cost,total_transport_cost,investment_cost,carbon_trading_cost,reported_total_profit,recomputed_total_profit,objective_decomposition_error,facility_emission,inventory_emission,supplier_dc_transport_emission,dc_market_transport_emission,total_emission,emission_decomposition_error,carbon_quota,allowance_shortage,allowance_surplus,net_carbon_trading_cost,best_w
15,101,D15/seed_101,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.61132523500000002,11,261,69,1336,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0029325513196480934,0.0021608573204403392,0.070381231671554259,0,272126430,16748516.129032258,3979098.7924042866,47399361.509263776,30061622.592370883,77460984.101634651,45.366102537915765,146.17287389656121,173966671.29659835,173966671.29659832,2.9802322387695312e-08,658.0645161290322,3.7941850402454369,8472.8601413824817,5381.2104804404089,14515.92932299217,-1.8189894035458565e-12,14442.842886043889,73.086436948280607,0,146.17287389656121,0.0078201368523949169;0;0.00097751710654936461;0.0058651026392961877;0.00097751710654936461;0.070381231671554259;0.0019550342130987292;0.0078201368523949169
15,202,D15/seed_202,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.57890624700000004,11,268,62,1373,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.001792114695340502,0.001754763409759161,0.052785923753665691,0,272126430,16748517.634408602,3979098.7979736212,47399376.548968561,30061628.299076948,77461004.848045513,34.683979132132897,168.43023041905326,173966659.72136524,173966659.72136524,0,658.81720430107532,3.7969697024339744,8480.3799937791955,5384.0638334707128,14527.058001253416,1.8189894035458565e-12,14442.842886043889,84.21511520952663,0,168.43023041905326,0;0;0.0019550342130987292;0.0078201368523949169;0;0.052785923753665691;0.00097751710654936461;0
15,303,D15/seed_303,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.61496236400000004,11,261,69,1332,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.002606712284131639,0.0025854882744851893,0.0078201368523949169,0,272126430,16748516.559139784,3979098.7911695903,47399351.349134147,30061628.525066558,77460979.874200702,49.486446010944597,142.37431279425073,173966670.97481599,173966670.97481599,0,658.27956989247309,3.793567692319364,8467.780076577088,5384.1768282791381,14514.030042441014,3.637978807091713e-12,14442.842886043889,71.187156397125364,0,142.37431279425073,0;0;0.0078201368523949169;0.0039100684261974585;0;0.0019550342130987292;0;0.0039100684261974585
15,404,D15/seed_404,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.60625746899999999,11,267,63,1428,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0045617464972303673,0.0051610644438623062,0.25024437927663734,0,272126430,16748513.978494624,3979098.7748366459,47399327.397833809,30061590.741606575,77460918.139440387,125.94742369327865,78.042574393704854,173966658.84557673,173966658.84557676,-2.9802322387695312e-08,656.98924731182797,3.7854012336432543,8455.8044264088167,5365.2850982864547,14481.864173240741,1.8189894035458565e-12,14442.842886043889,39.021287196852427,0,78.042574393704854,0;0.0058651026392961877;0.010752688172043012;0;0.0097751710654936461;0.25024437927663734;0;0.00097751710654936461
15,505,D15/seed_505,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.63980525899999996,11,276,54,1426,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0013033561420658195,0.0010209086975934995,0.0039100684261974585,0,272126430,16748518.279569894,3979098.8029784416,47399388.805093966,30061638.806435298,77461027.611529261,13.766869724370855,191.84388026599845,173966657.22482479,173966657.22482476,2.9802322387695312e-08,659.13978494623655,3.7994721080710532,8486.5080564788914,5389.317512643689,14538.764826176888,0,14442.842886043889,95.921940132999225,0,191.84388026599845,0;0;0.0039100684261974585;0;0.0039100684261974585;0;0;0
15,606,D15/seed_606,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.671768068,11,267,63,1375,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0016291951775822744,0.0011067005376932449,0.19550342130987292,0,272126430,16748517.849462366,3979098.8015614329,47399384.472417884,30061629.740347024,77461014.212764904,27.051767471225133,178.0135914091843,173966657.7702159,173966657.7702159,0,658.92473118279565,3.798763605267772,8484.3417184486843,5384.7844685117352,14531.849681748481,3.637978807091713e-12,14442.842886043889,89.00679570459215,0,178.0135914091843,0;0;0;0.0019550342130987292;0;0.19550342130987292;0;0.0078201368523949169
15,707,D15/seed_707,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.66578908699999995,11,272,58,1407,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0039100684261974585,0.0035966255481281384,0.85239491691104596,0,272126430,16748514.838709677,3979098.7838365678,47399348.309686117,30061600.255152684,77460948.564838797,66.14667656158673,109.3371877585414,173966687.3517105,173966687.35171047,2.9802322387695312e-08,657.41935483870964,3.7899011877731725,8466.2603525580253,5370.0418713386507,14497.51147992316,0,14442.842886043889,54.668593879270702,0,109.3371877585414,0;0.0039100684261974585;0.0039100684261974585;0;0.0078201368523949169;0.85239491691104596;0;0.0078201368523949169
15,808,D15/seed_808,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.63807360400000002,11,256,74,1312,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0024437927663734115,0.0041560303658569305,0.21896383186705767,0,272126430,16748516.774193548,3979098.7872650763,47399372.362783015,30061574.19475146,77460946.557534471,68.18666450268401,109.26879581776302,173966685.38011447,173966685.3801145,-2.9802322387695312e-08,658.38709677419354,3.7916154388322703,8478.2869010087652,5357.0116707309789,14497.47728395277,0,14442.842886043889,54.63439790888151,0,109.26879581776302,0.21896383186705767;0.0078201368523949169;0;0.0058651026392961877;0;0.070381231671554259;0;0.00097751710654936461
15,909,D15/seed_909,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.64867969400000003,11,283,47,1467,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.00016291951775822744,6.172878827749405e-05,0.14467253176930597,0,272126430,16748519.784946237,3979098.8112490587,47399413.309844397,30061641.125090953,77461054.434935346,0.31056877563861751,220.18093330054035,173966642.3440727,173966642.34407267,2.9802322387695312e-08,659.89247311827955,3.8036074099410961,8498.7604316922498,5390.4768404736888,14552.933352694159,0,14442.842886043889,110.09046665027017,0,220.18093330054035,0;0;0;0;0.00097751710654936461;0.14467253176930597;0;0
15,1010,D15/seed_1010,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.53369859900000005,11,276,54,1424,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.00065167807103290974,0.000319440891533046,0.0019550342130987292,0,272126430,16748519.139784947,3979098.808477724,47399405.550280899,30061638.595578723,77461044.145859629,2.8074701213972673,209.24392495977008,173966650.78417969,173966650.78417969,0,659.56989247311822,3.8022217448199562,8494.880649946017,5389.2120843598186,14547.464848523774,0,14442.842886043889,104.62196247988504,0,209.24392495977008,0;0;0;0;0.0019550342130987292;0;0;0.0019550342130987292
20,101,D20/seed_101,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.63087823300000001,11,258,72,1349,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0014662756598240467,0.0032832352611457424,0.062561094819159335,0,272126430,16748518.064516129,3979098.7944525741,47399391.478389405,30682263.302061822,78081654.780451223,50.267401802444475,361.9392226285272,173345993.77895036,173345993.77895033,2.9802322387695312e-08,659.0322580645161,3.7952091816967419,8487.8447042047774,5473.1403259071622,14623.812497358153,-1.8189894035458565e-12,14442.842886043889,180.9696113142636,0,361.9392226285272,0.0078201368523949169;0.0078201368523949169;0.00097751710654936461;0;0;0.062561094819159335;0;0
20,202,D20/seed_202,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.63774465400000002,11,268,62,1390,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.001792114695340502,0.001754763409759161,0.052785923753665691,0,272126430,16748517.634408602,3979098.7979736212,47399376.548968561,30682307.508716822,78081684.057685375,34.683979132132897,390.78987029002747,173345980.51172537,173345980.51172537,0,658.81720430107532,3.7969697024339744,8480.3799937791955,5495.2436534061962,14638.237821188903,-1.8189894035458565e-12,14442.842886043889,195.39493514501373,0,390.78987029002747,0;0;0.0019550342130987292;0.0078201368523949169;0;0.052785923753665691;0.00097751710654936461;0
20,303,D20/seed_303,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.62120684699999995,11,273,57,1434,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0024437927663734115,0.0020323286483286676,0.18768328445747801,0,272126430,16748516.77419355,3979098.7948535983,47399379.570551179,30682305.472875573,78081685.043426752,33.166521204978054,390.91227659296783,173345981.90677699,173345981.90677699,0,658.38709677419354,3.79540969327426,8481.890785088739,5494.2257327841671,14638.299024340373,1.8189894035458565e-12,14442.842886043889,195.45613829648391,0,390.91227659296783,0.062561094819159335;0.00097751710654936461;0.0019550342130987292;0.0039100684261974585;0;0.18768328445747801;0.0078201368523949169;0
20,404,D20/seed_404,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.64041795700000004,11,275,55,1495,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.00016291951775822744,0.00038621710937810765,0.25024437927663734,0,272126430,16748519.784946237,3979098.8100259178,47399412.779293276,30682313.79102036,78081726.570313632,0.77683658156734237,435.46508845239441,173345969.74364972,173345969.74364972,0,659.89247311827955,3.8029958403056554,8498.4951561369744,5498.3848051745263,14660.575430270086,0,14442.842886043889,217.73254422619721,0,435.46508845239441,0.25024437927663734;0.00097751710654936461;0;0;0;0;0;0
20,505,D20/seed_505,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.65873606799999995,11,276,54,1442,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0013033561420658195,0.0010209086975934995,0.0039100684261974585,0,272126430,16748518.279569894,3979098.8029784416,47399388.805093966,30682317.854675464,78081706.659769431,13.766869724370855,414.04212043374355,173345978.17658463,173345978.17658457,5.9604644775390625e-08,659.13978494623655,3.7994721080710532,8486.5080564788914,5500.4166327275589,14649.863946260761,-3.637978807091713e-12,14442.842886043889,207.02106021687177,0,414.04212043374355,0;0;0.0039100684261974585;0;0.0039100684261974585;0;0;0
20,606,D20/seed_606,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.67420144699999995,11,272,58,1491,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.00065167807103290974,0.00044622485433600131,0.0019550342130987292,0,272126430,16748519.139784947,3979098.8079008213,47399404.508247726,30682317.087431207,78081721.595678926,3.2509222722948476,429.8431673771629,173345972.89148512,173345972.89148512,0,659.56989247311822,3.8019332940035824,8494.359633361355,5500.0330106039919,14657.76446973247,-1.8189894035458565e-12,14442.842886043889,214.92158368858145,0,429.8431673771629,0;0;0;0.0019550342130987292;0.0019550342130987292;0;0;0
20,707,D20/seed_707,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.66287226300000002,11,272,58,1539,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0039100684261974585,0.0035966255481281384,0.85239491691104596,0,272126430,16748514.838709677,3979098.7838365678,47399348.309686117,30682278.874496333,78081627.18418245,66.14667656158673,331.10653141016155,173346008.73236683,173346008.7323668,2.9802322387695312e-08,657.41935483870964,3.7899011877731725,8466.2603525580253,5480.9265431644571,14608.39615174897,-3.637978807091713e-12,14442.842886043889,165.55326570508078,0,331.10653141016155,0;0.0039100684261974585;0.0039100684261974585;0;0.0078201368523949169;0.85239491691104596;0;0.0078201368523949169
20,808,D20/seed_808,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.63019159300000005,11,263,67,1378,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.0022808732486151841,0.0041864976972893981,0.070381231671554259,0,272126430,16748516.989247313,3979098.7874720977,47399370.257876329,30682258.976113971,78081629.233990297,60.523957704203262,335.31051242744434,173346010.15110466,173346010.15110466,0,658.49462365591398,3.7917189490757401,8477.2344476696708,5470.9773519829496,14610.498142257611,-1.8189894035458565e-12,14442.842886043889,167.65525621372217,0,335.31051242744434,0.032258064516129031;0.0078201368523949169;0.0039100684261974585;0.0019550342130987292;0;0.070381231671554259;0;0
20,909,D20/seed_909,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.65622780999999997,11,278,52,1506,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.00097751710654936461,0.00040031020589666915,0.0039100684261974585,0,272126430,16748518.709677421,3979098.8070988315,47399405.365818746,30682319.145873088,78081724.511691839,6.3538287612123154,432.32827074633678,173345967.30347526,173345967.30347523,2.9802322387695312e-08,659.35483870967744,3.801532299610062,8494.7884188673088,5501.0622315404626,14659.007021417057,1.8189894035458565e-12,14442.842886043889,216.16413537316839,0,432.32827074633678,0;0;0;0;0.0039100684261974585;0;0.0019550342130987292;0
20,1010,D20/seed_1010,PASS,HEURISTIC_BEST_FOUND,OPTIMAL,true,0,COMPLETED,0.60692229799999997,11,274,56,1444,0,6,1;2;3;4;6;7,C02;C03;C04;C05;C07;C08,12,1;3;4;9;2;8;10;12;11;6;7;14,C02;C04;C05;M10;C03;M09;M11;M13;M12;C07;C08;M15,3,0;5;13,C01;C06;M14,0.00065167807103290974,0.0006801920818451945,0.0039100684261974585,0,272126430,16748519.139784947,3979098.807055403,47399403.89055407,30682310.461695049,78081714.352249116,4.2985253739636358,422.59889213841598,173345979.08815727,173345979.08815727,0,659.56989247311822,3.8015105855689493,8494.0507865356922,5496.7201425187204,14654.142332113097,3.637978807091713e-12,14442.842886043889,211.29944606920799,0,422.59889213841598,0.0039100684261974585;0.00097751710654936461;0;0;0;0;0;0.0029325513196480938
