Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1345164.043059,1271573.633942,1129053.619530,11.207543
1,1345164.043059,1284466.240000,1165172.341281,11.207543
2,1345164.043059,1291325.683301,1221955.231939,11.207543
3,1345164.043059,1292132.176910,1233517.527298,11.207543
4,1345164.043059,1302263.253780,1239669.117955,11.207543
5,1346146.534587,1314410.168993,1225384.467463,11.207543
6,1346146.534587,1313233.903747,1248795.781986,11.207543
7,1348057.608583,1317803.998962,1228926.128742,11.207543
8,1348057.608583,1319679.742270,1260229.759752,11.207543
9,1348057.608583,1317532.403365,1271235.199886,11.207543
10,1348799.903603,1318478.271892,1235384.717655,11.207543
11,1348799.903603,1323991.443040,1260497.432940,11.207543
12,1350710.977599,1328447.697235,1269178.398844,11.207543
13,1351693.469127,1322181.672406,1228250.871234,11.207543
14,1351693.469127,1331420.170968,1285542.521722,11.207543
15,1351693.469127,1334438.647783,1285100.107583,11.207543
16,1352816.613957,1328146.269044,1278293.736004,11.207543
17,1352816.613957,1323862.669857,1234543.406255,11.207549
18,1352816.613957,1325744.550908,1272045.899034,11.207549
19,1352816.613957,1332351.951662,1272045.899034,11.207549
20,1352816.613957,1323959.151577,1268354.102329,11.207549
21,1352816.613957,1333417.017011,1278821.822587,11.207549
22,1352816.613957,1333440.112030,1269347.594222,11.207549
