Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,2463221.892439,2401777.204386,2309333.490205,22.497722
1,2475828.686872,2414727.513039,2329111.018803,22.497722
2,2475828.686872,2432802.854215,2340537.372009,22.497722
3,2477160.001950,2440973.115461,2391030.557736,22.497722
4,2487521.398986,2452005.330444,2388316.177468,22.497722
5,2489447.976929,2461606.071201,2420053.641185,22.497723
6,2489788.986239,2470119.271276,2439873.262932,22.497723
7,2494823.744209,2472331.500539,2414564.544247,22.497723
8,2494907.060783,2480557.062956,2453715.991733,22.497723
9,2498153.924584,2482943.314123,2444749.128301,22.497723
10,2498153.924584,2483922.351979,2428482.738813,22.497723
11,2498153.924584,2484727.283486,2448897.904737,22.497723
12,2498153.924584,2483919.777467,2432370.648440,22.497723
13,2498770.127914,2486638.873641,2453246.973695,22.497723
14,2501778.151329,2485518.052443,2433874.137303,22.497723
15,2501778.151329,2482373.073348,2424517.501343,22.497723
16,2502134.409063,2478754.390567,2434756.101320,22.497723
17,2502134.409063,2487047.543877,2439652.447862,22.497723
18,2502134.409063,2492774.006194,2458958.397786,22.497723
19,2502155.530102,2493394.675903,2448799.685822,22.497723
20,2502339.126660,2493011.376778,2456435.831022,22.497723
21,2502339.126660,2492235.268189,2458348.888676,22.497723
22,2502503.847029,2491370.794660,2459497.037253,22.497723
23,2503040.513473,2493129.519994,2468751.167872,22.497723
24,2503040.513473,2494813.832791,2475070.151311,22.497723
