Generation,BestFitness,AvgFitness,WorstFitness,ElapsedTime
0,1.75884e+08,1.74851e+08,1.73942e+08,0.0788806
1,1.75884e+08,1.74988e+08,1.74238e+08,0.143418
2,1.75884e+08,1.75136e+08,1.74461e+08,0.19387
3,1.75884e+08,1.75464e+08,1.7456e+08,0.245102
4,1.75884e+08,1.75708e+08,1.75128e+08,0.298159
5,1.75884e+08,1.75827e+08,1.75294e+08,0.334965
6,1.75884e+08,1.75843e+08,1.75631e+08,0.388037
7,1.75884e+08,1.75859e+08,1.7574e+08,0.442057
8,1.75884e+08,1.75848e+08,1.75679e+08,0.501831
9,1.75884e+08,1.75858e+08,1.75727e+08,0.550893
10,1.75884e+08,1.75845e+08,1.75656e+08,0.590138
