num_dc,num_retailers,random_seed,fixed_w,complete_column_count,column_enumeration_time_sec,full_master_build_time_sec,cplex_optimization_time_sec,reference_validation_time_sec,reference_total_wall_time_sec,bp_initialization_time_sec,bp_solve_time_sec,bp_validation_time_sec,bp_total_wall_time_sec,cplex_status,cplex_objective,cplex_gap,bp_status,bp_objective,bp_gap,absolute_objective_difference,relative_objective_difference,reference_solution_feasible,bp_solution_feasible,bp_cg_iterations,bp_branch_nodes,bp_processed_nodes,bp_pruned_nodes,bp_remaining_active_nodes,pair_valid
5,16,101,0.40000000000000002,655270,1.24797688,1.587849903,9.466585491,2.694e-06,12.373129583000001,0.018265283,0.014250096,9.1500000000000003e-07,0.032516293999999994,OPTIMAL,935245.14327421307,0,OPTIMAL_CERTIFIED,935245.14327421295,0,1.1641532182693481e-10,1.2447572988123172e-16,true,true,11,0,1,0,0,true
